city,price,carat,depth,table,x,y,z,clarity,cut,color
London,1259,0.51,63.7,55.0,5.1,5.07,3.24,SI1,Good,G
London,646,0.41,64.3,54.0,4.68,4.72,3.02,SI1,Good,G
London,2872,0.84,65.1,55.0,5.88,5.97,3.86,SI1,Good,G
London,17902,2.0,64.2,59.0,7.93,7.84,5.06,SI1,Good,G
Luxembourg,3344,0.91,64.3,60.0,6.04,6.12,3.91,SI1,Good,G
Luxembourg,3669,0.9,63.8,59.0,6.08,6.05,3.87,SI1,Good,G
Luxembourg,4758,1.0,57.2,59.0,6.66,6.62,3.8,SI1,Good,G
Luxembourg,2244,0.85,64.2,58.0,6.01,5.92,3.83,SI1,Good,G
Luxembourg,5277,1.01,59.8,61.0,6.45,6.49,3.87,SI1,Good,G
Luxembourg,13978,2.19,63.7,56.0,8.26,8.17,5.23,SI1,Good,G
Luxembourg,1292,0.54,63.2,56.0,5.16,5.19,3.27,SI1,Good,G
Luxembourg,2209,0.7,62.7,59.0,5.57,5.63,3.51,SI1,Good,G
Luxembourg,4008,0.9,62.5,62.0,6.04,6.09,3.79,SI1,Good,G
Luxembourg,1388,0.58,63.2,56.0,5.3,5.33,3.36,SI1,Good,G
Amsterdam,3072,0.71,62.7,61.0,5.64,5.68,3.55,VVS1,Good,G
Zurich,1235,0.42,63.6,55.0,4.78,4.75,3.03,VVS1,Good,G
Zurich,1041,0.39,61.6,61.0,4.71,4.74,2.91,VVS1,Good,G
Las Vegas,1872,0.51,63.2,58.0,5.08,5.11,3.22,VVS1,Good,G
New York City,849,0.31,57.5,62.0,4.47,4.54,2.59,VVS1,Good,G
New York City,878,0.3,64.0,57.0,4.27,4.23,2.72,VVS1,Good,G
Paris,789,0.3,63.1,56.0,4.25,4.28,2.69,VVS1,Good,G
Paris,3225,0.68,61.9,55.0,5.63,5.68,3.5,VVS1,Good,G
Paris,1254,0.45,64.0,57.0,4.86,4.82,3.1,VVS1,Good,G
Dubai,2899,0.7,59.9,61.0,5.75,5.81,3.46,VVS1,Good,G
Kimberly,986,0.41,61.0,61.0,4.77,4.8,2.92,VVS1,Good,G
Surat,7279,1.01,63.1,59.0,6.33,6.42,4.02,VVS1,Good,G
Surat,8005,1.02,63.6,58.0,6.4,6.37,4.06,VVS1,Good,G
Surat,789,0.3,63.1,58.0,4.28,4.31,2.71,VVS1,Good,G
Surat,395,0.23,56.2,60.0,4.14,4.19,2.34,VVS1,Good,G
Surat,816,0.31,63.4,57.0,4.32,4.36,2.75,VVS1,Good,G
Surat,15420,1.51,57.9,62.0,7.54,7.53,4.36,VVS1,Good,G
Surat,3188,0.75,58.4,56.0,5.98,6.06,3.52,VVS1,Good,G
Surat,7134,1.0,63.8,60.0,6.35,6.31,4.04,VVS1,Good,G
Surat,789,0.3,63.5,57.0,4.23,4.27,2.7,VVS1,Good,G
Surat,678,0.3,64.0,57.0,4.23,4.27,2.72,VVS1,Good,G
Antwerp,7467,1.0,58.4,60.0,6.55,6.61,3.84,VVS1,Good,G
Antwerp,1925,0.51,63.9,57.0,5.06,5.08,3.24,VVS1,Good,G
Antwerp,789,0.3,63.2,58.0,4.23,4.25,2.68,VVS1,Good,G
Madrid,3380,0.7,58.5,62.0,5.8,5.82,3.4,VVS1,Good,G
Madrid,4382,0.9,64.0,55.0,6.05,6.02,3.86,VVS1,Good,G
London,7007,1.0,63.8,60.0,6.31,6.35,4.04,VVS1,Good,G
London,1754,0.52,58.3,59.0,5.26,5.3,3.08,VVS1,Good,G
Luxembourg,1966,0.5,63.3,56.0,5.07,5.1,3.22,VVS1,Good,G
Luxembourg,789,0.3,63.5,57.0,4.24,4.27,2.7,VVS1,Good,G
Luxembourg,1013,0.4,59.1,61.0,4.86,4.88,2.88,VVS1,Good,G
Luxembourg,761,0.31,58.0,62.0,4.42,4.47,2.58,VVS1,Good,G
Luxembourg,7861,1.02,63.6,58.0,6.37,6.4,4.06,VVS1,Good,G
Luxembourg,789,0.3,63.3,55.0,4.26,4.3,2.71,VVS1,Good,G
Amsterdam,878,0.3,63.6,57.0,4.3,4.26,2.72,VVS2,Good,G
Amsterdam,5390,0.92,58.8,57.0,6.32,6.37,3.73,VVS2,Good,G
Amsterdam,826,0.34,58.0,61.0,4.56,4.58,2.65,VVS2,Good,G
Amsterdam,4668,0.9,62.6,58.0,6.1,6.13,3.83,VVS2,Good,G
Amsterdam,7332,1.01,62.4,59.0,6.32,6.37,3.96,VVS2,Good,G
Zurich,7137,1.01,63.2,59.0,6.27,6.35,3.99,VVS2,Good,G
Zurich,537,0.23,63.8,56.0,3.94,3.9,2.5,VVS2,Good,G
Zurich,1858,0.5,63.6,57.0,5.08,5.04,3.22,VVS2,Good,G
Zurich,907,0.31,63.8,56.0,4.28,4.24,2.72,VVS2,Good,G
Zurich,4464,0.91,64.1,58.0,6.1,6.06,3.9,VVS2,Good,G
Las Vegas,684,0.3,63.5,54.0,4.25,4.26,2.7,VVS2,Good,G
Las Vegas,1050,0.4,61.4,64.0,4.7,4.65,2.87,VVS2,Good,G
Las Vegas,7292,1.02,62.3,60.0,6.38,6.49,4.01,VVS2,Good,G
Las Vegas,1895,0.51,63.7,54.0,5.1,5.08,3.24,VVS2,Good,G
Las Vegas,6559,1.21,63.8,55.0,6.74,6.65,4.28,VVS2,Good,G
New York City,1885,0.51,57.6,56.0,5.27,5.35,3.06,VVS2,Good,G
Paris,684,0.3,63.6,57.0,4.26,4.3,2.72,VVS2,Good,G
Paris,1791,0.5,64.1,56.0,5.06,5.02,3.23,VVS2,Good,G
Tel Aviv,7572,1.0,61.6,60.0,6.34,6.38,3.92,VVS2,Good,G
Dubai,878,0.3,63.8,56.0,4.29,4.27,2.73,VVS2,Good,G
Dubai,1806,0.5,63.9,58.0,5.05,5.0,3.21,VVS2,Good,G
Dubai,4543,0.91,64.1,58.0,6.06,6.1,3.9,VVS2,Good,G
Dubai,428,0.23,63.8,56.0,3.94,3.9,2.5,VVS2,Good,G
Dubai,1715,0.5,63.9,58.0,5.0,5.05,3.21,VVS2,Good,G
Dubai,1806,0.5,63.8,56.0,5.06,5.03,3.22,VVS2,Good,G
Dubai,5001,0.9,63.6,58.0,6.1,6.11,3.88,VVS2,Good,G
Kimberly,4485,0.9,62.6,63.0,6.1,6.14,3.83,VVS2,Good,G
Kimberly,684,0.3,63.3,57.0,4.23,4.27,2.69,VVS2,Good,G
Kimberly,13275,1.51,63.8,59.0,7.28,7.24,4.63,VVS2,Good,G
Kimberly,1690,0.5,61.2,63.3,5.06,5.08,3.1,VVS2,Good,G
Surat,7492,1.0,60.9,56.0,6.49,6.52,3.96,VVS2,Good,G
Surat,6843,1.01,63.4,55.0,6.34,6.41,4.04,VVS2,Good,G
Surat,1875,0.51,63.1,58.0,5.07,5.11,3.21,VVS2,Good,G
Surat,878,0.3,63.8,57.0,4.26,4.24,2.71,VVS2,Good,G
Surat,7453,1.0,63.1,58.0,6.33,6.37,4.01,VVS2,Good,G
Surat,3046,0.7,61.1,61.0,5.67,5.69,3.47,VVS2,Good,G
Surat,707,0.31,63.4,59.0,4.26,4.29,2.71,VVS2,Good,G
Surat,684,0.3,63.2,57.0,4.23,4.28,2.69,VVS2,Good,G
Surat,1764,0.5,63.6,57.0,5.04,5.08,3.22,VVS2,Good,G
Surat,11519,1.4,63.4,59.0,7.04,7.12,4.49,VVS2,Good,G
Antwerp,7137,1.01,62.4,61.0,6.34,6.38,3.97,VVS2,Good,G
Antwerp,1769,0.53,64.3,58.0,5.11,5.15,3.3,VVS2,Good,G
Antwerp,7800,1.02,63.1,59.0,6.38,6.45,4.05,VVS2,Good,G
Antwerp,1245,0.46,60.2,60.5,4.98,5.04,3.02,VVS2,Good,G
Antwerp,4914,0.9,63.6,58.0,6.11,6.1,3.88,VVS2,Good,G
Antwerp,707,0.31,63.1,57.0,4.3,4.32,2.72,VVS2,Good,G
Madrid,1991,0.5,64.4,57.0,4.97,5.05,3.22,VVS2,Good,G
Madrid,7430,1.01,63.1,56.0,6.34,6.4,4.02,VVS2,Good,G
Madrid,5817,0.95,57.7,59.7,6.5,6.58,3.77,VVS2,Good,G
Madrid,6748,1.0,62.4,61.0,6.32,6.3,3.94,VVS2,Good,G
London,1800,0.51,63.3,58.0,5.04,5.07,3.2,VVS2,Good,G
London,1750,0.51,63.5,56.0,5.07,5.11,3.23,VVS2,Good,G
London,684,0.3,63.5,56.0,4.29,4.34,2.74,VVS2,Good,G
Luxembourg,684,0.3,63.8,56.0,4.27,4.29,2.73,VVS2,Good,G
Luxembourg,1076,0.42,57.7,59.8,4.95,4.96,2.86,VVS2,Good,G
Luxembourg,707,0.31,63.8,56.0,4.24,4.28,2.72,VVS2,Good,G
Luxembourg,1800,0.51,63.4,57.0,5.06,5.09,3.22,VVS2,Good,G
Luxembourg,7528,1.01,63.2,59.0,6.34,6.38,4.02,VVS2,Good,G
Luxembourg,707,0.31,63.2,58.0,4.26,4.32,2.71,VVS2,Good,G
Luxembourg,684,0.3,63.2,57.0,4.24,4.27,2.69,VVS2,Good,G
Amsterdam,1407,0.44,58.5,61.0,4.99,5.03,2.93,IF,Good,G
Amsterdam,5855,0.9,61.8,61.0,6.12,6.17,3.8,IF,Good,G
New York City,1213,0.39,63.5,56.0,4.65,4.67,2.96,IF,Good,G
Tel Aviv,956,0.3,63.8,55.0,4.28,4.24,2.72,IF,Good,G
Kimberly,895,0.3,63.5,55.0,4.26,4.28,2.71,IF,Good,G
Surat,924,0.31,63.9,58.0,4.27,4.3,2.74,IF,Good,G
Surat,2093,0.52,59.8,57.0,5.24,5.27,3.14,IF,Good,G
Surat,1120,0.4,59.7,62.0,4.75,4.8,2.85,IF,Good,G
Antwerp,3583,0.71,57.8,62.0,5.82,5.95,3.4,IF,Good,G
London,14654,1.51,62.8,60.0,7.18,7.24,4.53,IF,Good,G
London,2081,0.5,64.0,55.0,5.08,5.05,3.24,IF,Good,G
London,895,0.3,63.8,55.0,4.24,4.28,2.72,IF,Good,G
Tel Aviv,600,0.41,63.8,56.0,4.74,4.7,3.01,I1,Good,G
Dubai,467,0.41,63.8,56.0,4.7,4.74,3.01,I1,Good,G
Kimberly,2344,1.02,57.4,59.0,6.64,6.6,3.8,I1,Good,G
Kimberly,1350,0.8,63.7,55.0,5.91,5.81,3.73,I1,Good,G
Kimberly,5987,1.44,63.2,54.8,7.18,7.21,4.54,I1,Good,G
Kimberly,1210,0.73,63.9,55.0,5.76,5.69,3.65,I1,Good,G
Kimberly,4731,1.5,64.0,61.0,7.15,7.04,0.0,I1,Good,G
Surat,3179,1.5,57.4,62.0,7.56,7.39,4.29,I1,Good,G
Surat,2226,0.9,63.6,61.0,6.03,6.07,3.85,I1,Good,G
Surat,2327,1.14,63.7,56.0,6.63,6.55,4.2,I1,Good,G
Surat,3127,1.13,63.4,58.0,6.58,6.61,4.18,I1,Good,G
Antwerp,3497,1.51,64.0,59.0,7.29,7.17,4.63,I1,Good,G
London,2344,0.9,63.6,61.0,6.07,6.03,3.85,I1,Good,G
London,7026,2.05,56.9,58.0,8.46,8.3,4.77,I1,Good,G
Luxembourg,6854,2.0,63.9,58.0,7.99,7.91,5.08,I1,Good,G
Amsterdam,545,0.3,61.2,55.0,4.35,4.38,2.67,VS2,Ideal,G
Amsterdam,10302,1.46,62.3,56.0,7.28,7.2,4.51,VS2,Ideal,G
Amsterdam,983,0.38,62.2,56.0,4.64,4.62,2.88,VS2,Ideal,G
Amsterdam,12468,1.5,62.6,56.0,7.3,7.26,4.56,VS2,Ideal,G
Amsterdam,490,0.27,61.5,55.0,4.18,4.21,2.58,VS2,Ideal,G
Amsterdam,5824,1.0,62.3,56.0,6.38,6.36,3.97,VS2,Ideal,G
Amsterdam,1789,0.59,62.6,54.0,5.38,5.32,3.35,VS2,Ideal,G
Amsterdam,6589,1.04,62.5,57.0,6.46,6.49,4.05,VS2,Ideal,G
Amsterdam,13135,1.5,60.7,54.0,7.41,7.48,4.53,VS2,Ideal,G
Amsterdam,15756,1.7,62.9,55.0,7.66,7.6,4.8,VS2,Ideal,G
Amsterdam,1087,0.42,62.2,54.0,4.82,4.8,2.99,VS2,Ideal,G
Amsterdam,1061,0.41,62.4,55.0,4.76,4.73,2.96,VS2,Ideal,G
Amsterdam,1930,0.6,61.1,55.0,5.46,5.48,3.34,VS2,Ideal,G
Amsterdam,6108,1.01,62.7,56.0,6.43,6.39,4.02,VS2,Ideal,G
Amsterdam,3114,0.77,62.1,56.0,5.85,5.88,3.64,VS2,Ideal,G
Amsterdam,2507,0.7,60.8,57.0,5.67,5.74,3.47,VS2,Ideal,G
Amsterdam,2782,0.76,61.3,56.0,5.9,5.94,3.63,VS2,Ideal,G
Amsterdam,857,0.39,62.5,54.0,4.67,4.7,2.93,VS2,Ideal,G
Amsterdam,1698,0.56,61.9,55.0,5.32,5.28,3.28,VS2,Ideal,G
Amsterdam,1061,0.41,62.7,56.0,4.76,4.72,2.97,VS2,Ideal,G
Amsterdam,13912,1.55,61.6,55.0,7.45,7.48,4.6,VS2,Ideal,G
Amsterdam,7548,1.17,61.3,56.0,6.81,6.79,4.17,VS2,Ideal,G
Amsterdam,1662,0.56,60.7,55.0,5.32,5.35,3.24,VS2,Ideal,G
Amsterdam,698,0.31,61.6,55.0,4.39,4.37,2.7,VS2,Ideal,G
Amsterdam,9401,1.34,61.9,56.0,7.1,7.05,4.38,VS2,Ideal,G
Amsterdam,596,0.34,61.5,55.0,4.47,4.5,2.76,VS2,Ideal,G
Amsterdam,16783,1.75,62.6,56.0,7.72,7.65,4.81,VS2,Ideal,G
Amsterdam,6529,1.04,60.8,57.0,6.55,6.57,3.99,VS2,Ideal,G
Amsterdam,13553,1.61,62.2,56.0,7.52,7.47,4.66,VS2,Ideal,G
Amsterdam,7064,1.03,61.6,55.0,6.49,6.54,4.01,VS2,Ideal,G
Amsterdam,8062,1.22,62.0,57.0,6.88,6.83,4.25,VS2,Ideal,G
Amsterdam,807,0.35,61.3,56.0,4.55,4.58,2.8,VS2,Ideal,G
Amsterdam,675,0.3,63.0,55.0,4.31,4.29,2.71,VS2,Ideal,G
Amsterdam,6286,1.04,62.0,59.0,6.43,6.5,4.01,VS2,Ideal,G
Amsterdam,6340,1.01,62.4,57.0,6.39,6.36,3.98,VS2,Ideal,G
Amsterdam,765,0.34,62.0,56.0,4.5,4.47,2.78,VS2,Ideal,G
Amsterdam,787,0.39,62.2,53.9,4.66,4.69,2.9,VS2,Ideal,G
Zurich,6604,1.05,62.8,57.0,6.49,6.45,4.06,VS2,Ideal,G
Zurich,2357,0.63,60.9,56.0,5.57,5.6,3.4,VS2,Ideal,G
Zurich,847,0.42,62.2,56.0,4.8,4.82,2.99,VS2,Ideal,G
Zurich,7413,1.17,61.3,56.0,6.79,6.81,4.17,VS2,Ideal,G
Zurich,720,0.32,61.8,55.0,4.43,4.41,2.73,VS2,Ideal,G
Zurich,12840,1.52,61.1,57.0,7.39,7.45,4.53,VS2,Ideal,G
Zurich,615,0.35,62.5,53.0,4.53,4.56,2.84,VS2,Ideal,G
Zurich,6542,1.04,62.8,56.0,6.48,6.42,4.05,VS2,Ideal,G
Zurich,698,0.31,62.9,56.0,4.34,4.28,2.71,VS2,Ideal,G
Zurich,6774,1.12,62.2,54.0,6.65,6.62,4.13,VS2,Ideal,G
Zurich,6177,1.04,61.4,57.0,6.5,6.53,4.0,VS2,Ideal,G
Zurich,13355,1.51,62.0,56.0,7.35,7.32,4.55,VS2,Ideal,G
Zurich,1662,0.55,61.4,56.3,5.26,5.29,3.24,VS2,Ideal,G
Zurich,1637,0.54,61.9,57.0,5.23,5.18,3.22,VS2,Ideal,G
Zurich,5995,1.01,61.7,57.0,6.48,6.45,3.99,VS2,Ideal,G
Zurich,698,0.31,62.9,57.0,4.34,4.31,2.72,VS2,Ideal,G
Zurich,1607,0.53,62.5,55.0,5.2,5.17,3.24,VS2,Ideal,G
Zurich,3398,0.81,60.8,60.0,5.98,6.0,3.64,VS2,Ideal,G
Zurich,6352,1.02,62.5,57.0,6.41,6.45,4.02,VS2,Ideal,G
Zurich,6612,1.0,62.1,57.0,6.42,6.37,3.97,VS2,Ideal,G
Zurich,13153,1.52,61.5,56.0,7.38,7.45,4.56,VS2,Ideal,G
Zurich,508,0.28,62.1,56.0,4.19,4.23,2.61,VS2,Ideal,G
Zurich,6937,1.01,62.7,54.0,6.43,6.47,4.04,VS2,Ideal,G
Zurich,598,0.33,61.3,57.0,4.45,4.49,2.74,VS2,Ideal,G
Zurich,5816,1.02,62.6,57.0,6.41,6.43,4.02,VS2,Ideal,G
Zurich,6557,1.03,61.8,56.0,6.47,6.5,4.01,VS2,Ideal,G
Zurich,720,0.32,62.0,57.0,4.4,4.37,2.72,VS2,Ideal,G
Zurich,649,0.37,60.8,57.0,4.61,4.66,2.82,VS2,Ideal,G
Zurich,5661,1.08,62.1,57.0,6.57,6.54,4.07,VS2,Ideal,G
Zurich,579,0.33,62.6,57.0,4.45,4.47,2.79,VS2,Ideal,G
Zurich,6290,1.04,61.4,57.0,6.53,6.5,4.0,VS2,Ideal,G
Zurich,698,0.31,62.3,56.0,4.34,4.29,2.69,VS2,Ideal,G
Zurich,562,0.31,60.8,56.0,4.38,4.4,2.67,VS2,Ideal,G
Zurich,561,0.32,61.5,57.0,4.4,4.41,2.71,VS2,Ideal,G
Zurich,778,0.38,61.2,55.0,4.69,4.72,2.88,VS2,Ideal,G
Zurich,596,0.34,61.4,57.0,4.48,4.51,2.76,VS2,Ideal,G
Zurich,2803,0.71,61.3,56.0,5.75,5.71,3.51,VS2,Ideal,G
Zurich,16183,1.62,61.3,55.0,7.55,7.6,4.64,VS2,Ideal,G
Zurich,765,0.34,62.7,55.0,4.49,4.48,2.81,VS2,Ideal,G
Zurich,1637,0.54,62.3,54.0,5.27,5.23,3.27,VS2,Ideal,G
Zurich,596,0.34,62.7,55.0,4.48,4.49,2.81,VS2,Ideal,G
Zurich,1761,0.58,61.9,55.0,5.33,5.36,3.31,VS2,Ideal,G
Zurich,4553,0.87,61.4,55.0,6.15,6.17,3.78,VS2,Ideal,G
Zurich,545,0.3,61.8,54.0,4.34,4.37,2.69,VS2,Ideal,G
Zurich,497,0.28,62.2,54.0,4.21,4.24,2.63,VS2,Ideal,G
Zurich,544,0.31,59.1,57.0,4.45,4.48,2.64,VS2,Ideal,G
Zurich,6241,1.03,61.8,56.0,6.54,6.48,4.02,VS2,Ideal,G
Las Vegas,3184,0.78,61.7,55.0,5.94,5.89,3.65,VS2,Ideal,G
Las Vegas,6709,1.04,62.5,57.0,6.49,6.46,4.05,VS2,Ideal,G
Las Vegas,561,0.32,61.8,57.0,4.38,4.42,2.72,VS2,Ideal,G
Las Vegas,6931,1.08,61.8,55.0,6.57,6.63,4.08,VS2,Ideal,G
Las Vegas,675,0.3,62.3,56.0,4.3,4.27,2.67,VS2,Ideal,G
Las Vegas,8504,1.24,62.1,56.0,6.87,6.91,4.28,VS2,Ideal,G
Las Vegas,6239,1.01,61.6,56.0,6.43,6.46,3.97,VS2,Ideal,G
Las Vegas,579,0.36,62.3,54.0,4.59,4.62,2.87,VS2,Ideal,G
Las Vegas,765,0.34,61.0,57.0,4.5,4.48,2.74,VS2,Ideal,G
Las Vegas,5559,1.08,62.1,57.0,6.54,6.57,4.07,VS2,Ideal,G
Las Vegas,792,0.4,62.4,54.0,4.74,4.75,2.96,VS2,Ideal,G
Las Vegas,2010,0.67,62.5,56.0,5.64,5.56,3.5,VS2,Ideal,G
Las Vegas,3012,0.72,61.7,56.0,5.74,5.78,3.55,VS2,Ideal,G
Las Vegas,6512,1.01,60.1,55.0,6.53,6.58,3.94,VS2,Ideal,G
Las Vegas,4773,0.9,61.7,56.0,6.19,6.26,3.84,VS2,Ideal,G
Las Vegas,6159,1.01,61.6,57.0,6.41,6.44,3.96,VS2,Ideal,G
Las Vegas,1637,0.54,60.4,57.0,5.33,5.26,3.2,VS2,Ideal,G
Las Vegas,7550,1.17,61.4,56.0,6.77,6.81,4.17,VS2,Ideal,G
Las Vegas,1586,0.52,61.2,56.0,5.16,5.2,3.17,VS2,Ideal,G
Las Vegas,15740,1.68,62.5,54.0,7.61,7.64,4.76,VS2,Ideal,G
Las Vegas,5887,1.0,62.3,56.0,6.43,6.32,3.97,VS2,Ideal,G
Las Vegas,3171,0.78,62.2,57.0,5.87,5.9,3.66,VS2,Ideal,G
Las Vegas,7081,1.09,62.4,55.0,6.61,6.56,4.11,VS2,Ideal,G
Las Vegas,6617,1.04,61.6,55.0,6.51,6.55,4.02,VS2,Ideal,G
Las Vegas,8040,1.2,62.4,54.7,6.79,6.85,4.25,VS2,Ideal,G
Las Vegas,827,0.41,62.4,54.0,4.78,4.81,2.99,VS2,Ideal,G
Las Vegas,1313,0.57,60.7,56.0,5.4,5.37,3.27,VS2,Ideal,G
Las Vegas,721,0.38,61.0,55.0,4.67,4.71,2.86,VS2,Ideal,G
Las Vegas,2543,0.71,62.5,56.0,5.67,5.72,3.56,VS2,Ideal,G
Las Vegas,8728,1.32,62.4,57.0,7.05,6.98,4.38,VS2,Ideal,G
Las Vegas,8294,1.21,61.5,56.0,6.83,6.88,4.22,VS2,Ideal,G
Las Vegas,8133,1.23,61.5,54.0,6.92,6.89,4.25,VS2,Ideal,G
Las Vegas,2960,0.72,61.3,56.0,5.77,5.81,3.55,VS2,Ideal,G
Las Vegas,1605,0.54,61.7,56.0,5.21,5.24,3.23,VS2,Ideal,G
Las Vegas,7179,1.01,61.9,56.0,6.4,6.44,3.97,VS2,Ideal,G
Las Vegas,1737,0.52,61.3,56.0,5.18,5.21,3.18,VS2,Ideal,G
Las Vegas,6558,1.07,62.3,57.0,6.58,6.54,4.09,VS2,Ideal,G
Las Vegas,579,0.33,62.0,57.0,4.44,4.47,2.76,VS2,Ideal,G
Las Vegas,6809,1.04,61.9,54.0,6.53,6.56,4.05,VS2,Ideal,G
Las Vegas,2578,0.72,62.7,56.0,5.72,5.76,3.6,VS2,Ideal,G
Las Vegas,6855,1.01,61.0,56.0,6.46,6.49,3.95,VS2,Ideal,G
Las Vegas,517,0.34,62.4,57.0,4.46,4.48,2.79,VS2,Ideal,G
Las Vegas,6532,1.08,62.4,55.0,6.62,6.55,4.11,VS2,Ideal,G
Las Vegas,1061,0.41,61.4,54.0,4.84,4.77,2.95,VS2,Ideal,G
Las Vegas,1910,0.67,61.4,57.0,5.7,5.67,3.49,VS2,Ideal,G
New York City,579,0.33,62.3,55.0,4.42,4.47,2.77,VS2,Ideal,G
New York City,6019,1.01,60.8,59.0,6.52,6.5,3.96,VS2,Ideal,G
New York City,13428,1.5,61.4,59.0,7.37,7.32,4.5,VS2,Ideal,G
New York City,698,0.31,61.8,57.0,4.36,4.34,2.69,VS2,Ideal,G
New York City,459,0.27,61.4,55.0,4.19,4.21,2.58,VS2,Ideal,G
New York City,1625,0.53,61.0,55.0,5.23,5.24,3.2,VS2,Ideal,G
New York City,743,0.33,62.8,54.0,4.42,4.4,2.77,VS2,Ideal,G
New York City,6104,1.01,61.7,57.0,6.48,6.45,3.99,VS2,Ideal,G
New York City,1607,0.53,60.1,54.0,5.31,5.3,3.19,VS2,Ideal,G
New York City,7243,1.2,62.8,57.0,6.78,6.72,4.24,VS2,Ideal,G
New York City,14482,1.51,61.8,54.0,7.42,7.38,4.57,VS2,Ideal,G
New York City,544,0.31,61.7,57.0,4.33,4.36,2.68,VS2,Ideal,G
New York City,6652,1.12,62.0,56.0,6.64,6.69,4.13,VS2,Ideal,G
New York City,5008,1.15,62.2,54.0,6.74,6.65,4.17,VS2,Ideal,G
New York City,6108,1.01,61.8,56.0,6.45,6.42,3.98,VS2,Ideal,G
New York City,1774,0.59,62.1,57.0,5.36,5.39,3.34,VS2,Ideal,G
New York City,596,0.34,61.5,56.0,4.47,4.5,2.76,VS2,Ideal,G
New York City,7147,1.13,61.9,56.0,6.68,6.71,4.14,VS2,Ideal,G
New York City,573,0.34,61.6,56.0,4.48,4.51,2.77,VS2,Ideal,G
New York City,9233,1.34,61.9,56.0,7.05,7.1,4.38,VS2,Ideal,G
New York City,1557,0.51,60.7,56.0,5.18,5.23,3.16,VS2,Ideal,G
New York City,8564,1.18,62.7,55.0,6.77,6.74,4.23,VS2,Ideal,G
New York City,1343,0.51,62.0,56.0,5.11,5.18,3.19,VS2,Ideal,G
New York City,900,0.41,61.6,54.0,4.81,4.84,2.97,VS2,Ideal,G
New York City,2762,0.71,62.4,54.0,5.72,5.76,3.58,VS2,Ideal,G
New York City,807,0.4,61.2,57.0,4.73,4.78,2.91,VS2,Ideal,G
New York City,2057,0.59,61.9,56.0,5.38,5.42,3.34,VS2,Ideal,G
New York City,1558,0.58,61.2,55.0,5.4,5.45,3.32,VS2,Ideal,G
New York City,2911,0.71,60.6,56.0,5.76,5.8,3.5,VS2,Ideal,G
New York City,1087,0.42,61.6,56.0,4.83,4.82,2.97,VS2,Ideal,G
New York City,1003,0.4,60.5,57.0,4.74,4.8,2.89,VS2,Ideal,G
New York City,743,0.33,61.6,55.0,4.46,4.43,2.74,VS2,Ideal,G
New York City,526,0.3,61.3,56.0,4.28,4.3,2.63,VS2,Ideal,G
New York City,6439,1.01,61.9,56.0,6.41,6.45,3.98,VS2,Ideal,G
New York City,511,0.31,62.1,54.0,4.34,4.36,2.7,VS2,Ideal,G
New York City,6530,1.08,62.5,56.0,6.57,6.54,4.1,VS2,Ideal,G
New York City,743,0.33,62.2,56.0,4.47,4.44,2.77,VS2,Ideal,G
New York City,1061,0.41,62.7,56.0,4.77,4.74,2.98,VS2,Ideal,G
New York City,6826,1.01,60.6,57.0,6.47,6.53,3.94,VS2,Ideal,G
New York City,684,0.31,61.1,55.0,4.39,4.41,2.69,VS2,Ideal,G
New York City,495,0.3,62.2,54.0,4.29,4.33,2.68,VS2,Ideal,G
New York City,3590,0.78,62.0,57.0,5.9,5.86,3.65,VS2,Ideal,G
Paris,14456,1.65,60.8,56.0,7.65,7.7,4.67,VS2,Ideal,G
Paris,10581,1.41,60.8,55.0,7.27,7.2,4.4,VS2,Ideal,G
Paris,8414,1.2,62.8,54.0,6.75,6.79,4.25,VS2,Ideal,G
Paris,561,0.32,61.6,57.0,4.39,4.41,2.71,VS2,Ideal,G
Paris,720,0.32,62.5,56.0,4.42,4.38,2.75,VS2,Ideal,G
Paris,827,0.41,62.1,57.0,4.72,4.78,2.95,VS2,Ideal,G
Paris,556,0.3,62.0,56.0,4.28,4.3,2.66,VS2,Ideal,G
Paris,1752,0.55,61.6,55.0,5.31,5.25,3.25,VS2,Ideal,G
Paris,1401,0.54,61.7,55.0,5.22,5.26,3.23,VS2,Ideal,G
Paris,16297,1.64,61.5,56.0,7.59,7.62,4.68,VS2,Ideal,G
Paris,809,0.37,60.5,56.0,4.65,4.68,2.82,VS2,Ideal,G
Paris,6471,1.07,63.0,55.0,6.55,6.5,4.11,VS2,Ideal,G
Paris,6706,1.08,61.3,56.0,6.62,6.59,4.05,VS2,Ideal,G
Paris,6981,1.05,61.6,59.0,6.51,6.54,4.02,VS2,Ideal,G
Paris,526,0.3,61.7,56.0,4.31,4.35,2.67,VS2,Ideal,G
Paris,7577,1.07,61.7,55.0,6.53,6.57,4.04,VS2,Ideal,G
Paris,9954,1.22,60.1,57.0,6.96,7.01,4.2,VS2,Ideal,G
Paris,12506,1.57,62.7,55.0,7.42,7.49,4.68,VS2,Ideal,G
Paris,6728,1.06,61.9,55.0,6.54,6.57,4.06,VS2,Ideal,G
Paris,847,0.42,61.6,56.0,4.82,4.83,2.97,VS2,Ideal,G
Paris,1557,0.51,61.3,55.0,5.16,5.19,3.17,VS2,Ideal,G
Paris,6418,1.02,62.8,57.0,6.36,6.45,4.02,VS2,Ideal,G
Paris,13214,1.51,59.8,57.0,7.48,7.53,4.48,VS2,Ideal,G
